mhjd,mag_A,magerr_A,mag_B,magerr_B,mag_C,magerr_C,mag_D,magerr_D,telescope
58866.08152,20.39038,0.00371,20.23366,0.00518,20.30528,0.01161,21.17519,0.00347,WFI
58868.10123,20.39898,0.00408,20.22926,0.00064,20.30751,0.00235,21.20758,0.00868,WFI
58869.09479,20.36527,0.01033,20.24185,0.00478,20.29454,0.00153,21.20373,0.01244,WFI
58871.11360,20.37955,0.00543,20.25783,0.01467,20.30163,0.01885,21.18780,0.03507,WFI
58874.05407,20.38485,0.01523,20.25040,0.01019,20.35560,0.00749,21.14254,0.03801,WFI
58875.08315,20.37819,0.00196,20.22653,0.00403,20.31584,0.00411,21.17406,0.00820,WFI
58881.06394,20.39706,0.01239,20.24382,0.01560,20.31179,0.01078,21.19231,0.05203,WFI
58882.06684,20.38870,0.00759,20.23239,0.00281,20.30394,0.00010,21.14012,0.00903,WFI
58883.03841,20.38196,0.00339,20.23985,0.00788,20.29272,0.01238,21.21649,0.00432,WFI
58884.03657,20.32594,0.03326,20.25180,0.01701,20.33997,0.02979,21.07045,0.04620,WFI
58885.05908,20.39276,0.08074,20.22168,0.01569,20.30563,0.03549,21.05986,0.07420,WFI
58886.04579,20.37982,0.01089,20.22748,0.00722,20.28797,0.00580,21.21437,0.03334,WFI
58888.03344,20.34795,0.00825,20.27507,0.01094,20.29868,0.00571,21.19349,0.06232,WFI
58889.02982,20.37714,0.00558,20.25696,0.00981,20.31886,0.03265,21.11832,0.04925,WFI
58890.02840,20.39785,0.00477,20.28851,0.00888,20.34047,0.01239,21.20227,0.00824,WFI
58891.02722,20.38299,0.00222,20.26072,0.00627,20.31622,0.01109,21.19728,0.00867,WFI
58892.03151,20.40628,0.01716,20.27995,0.00139,20.31130,0.00607,21.18641,0.01611,WFI
58893.02591,20.39180,0.00367,20.26864,0.00279,20.31425,0.00641,21.20692,0.00524,WFI
58894.02452,20.41489,0.00213,20.28540,0.00685,20.31372,0.00695,21.18528,0.00519,WFI
58897.02312,20.38824,0.01192,20.29202,0.00542,20.30706,0.00656,21.17441,0.00967,WFI
58898.02257,20.40448,0.00923,20.29859,0.00786,20.29995,0.00328,21.15246,0.00379,WFI
