mhjd,mag_A,magerr_A,mag_B,magerr_B,telescope
56974.10433,-12.71365,0.00162,-11.42818,0.00292,EulerCAM
56977.07262,-12.71903,0.00188,-11.40726,0.01116,EulerCAM
56981.04351,-12.70928,0.00716,-11.43741,0.01148,EulerCAM
56982.07561,-12.72631,0.00299,-11.41547,0.00653,EulerCAM
56985.04987,-12.71431,0.00263,-11.42055,0.00781,EulerCAM
56994.02253,-12.70505,0.00402,-11.42208,0.00433,EulerCAM
56997.03453,-12.71747,0.00225,-11.38473,0.00620,EulerCAM
57130.39768,-12.70940,0.00216,-11.36091,0.00865,EulerCAM
57134.37993,-12.71130,0.00182,-11.38421,0.00505,EulerCAM
57138.38040,-12.71971,0.00153,-11.37935,0.00300,EulerCAM
57141.37507,-12.70434,0.00165,-11.37589,0.00391,EulerCAM
57145.36676,-12.70421,0.00170,-11.37595,0.00568,EulerCAM
57157.41027,-12.70947,0.00175,-11.37838,0.00571,EulerCAM
57161.35085,-12.71401,0.00184,-11.38606,0.00600,EulerCAM
57170.38207,-12.71768,0.00176,-11.40554,0.00292,EulerCAM
57178.29594,-12.70141,0.00349,-11.39490,0.01212,EulerCAM
57189.43184,-12.70721,0.00186,-11.41753,0.00714,EulerCAM
57193.40102,-12.70364,0.00132,-11.42142,0.00324,EulerCAM
57196.32657,-12.70735,0.00210,-11.38339,0.00299,EulerCAM
57200.22752,-12.71733,0.00162,-11.39792,0.00396,EulerCAM
57220.17259,-12.72743,0.00144,-11.40451,0.00251,EulerCAM
57233.29630,-12.73328,0.00420,-11.39969,0.00741,EulerCAM
57252.09205,-12.73583,0.00384,-11.40844,0.00675,EulerCAM
57255.25964,-12.73570,0.00169,-11.41603,0.00272,EulerCAM
57258.06694,-12.74428,0.00169,-11.42675,0.00295,EulerCAM
57267.05572,-12.73902,0.00240,-11.40980,0.00266,EulerCAM
57270.28634,-12.73162,0.00157,-11.41340,0.00242,EulerCAM
57278.04581,-12.75263,0.00157,-11.40459,0.00459,EulerCAM
57293.05830,-12.74477,0.00177,-11.38781,0.00875,EulerCAM
57298.21855,-12.76165,0.00265,-11.41959,0.00419,EulerCAM
57301.09995,-12.76284,0.00788,-11.37961,0.03545,EulerCAM
57311.13858,-12.75879,0.00188,-11.42035,0.00440,EulerCAM
57321.08968,-12.76851,0.00501,-11.41183,0.01960,EulerCAM
57324.12184,-12.76492,0.00206,-11.43867,0.00776,EulerCAM
57329.08183,-12.76995,0.00146,-11.43086,0.00290,EulerCAM
57334.08005,-12.76000,0.00247,-11.41622,0.00260,EulerCAM
57362.03545,-12.79445,0.00320,-11.44912,0.00457,EulerCAM
57491.41366,-12.86651,0.00199,-11.51641,0.00491,EulerCAM
57495.41581,-12.86166,0.00160,-11.52623,0.00991,EulerCAM
57499.38385,-12.81618,0.00961,-11.40572,0.03346,EulerCAM
57566.39224,-12.85787,0.00543,-11.55302,0.00742,EulerCAM
57579.28526,-12.90148,0.00259,-11.59192,0.00611,EulerCAM
57604.20105,-12.87754,0.00117,-11.57663,0.00223,EulerCAM
57605.17347,-12.87687,0.00131,-11.57459,0.00307,EulerCAM
57617.28766,-12.87897,0.00417,-11.59000,0.00471,EulerCAM
57622.22499,-12.88440,0.00193,-11.57027,0.00316,EulerCAM
57624.10288,-12.87317,0.00131,-11.57573,0.00523,EulerCAM
57636.06416,-12.89189,0.00327,-11.56550,0.01268,EulerCAM
57647.23085,-12.87642,0.00286,-11.59564,0.00690,EulerCAM
57651.20990,-12.86866,0.00131,-11.58134,0.00251,EulerCAM
57655.17167,-12.86740,0.00256,-11.58401,0.00550,EulerCAM
57663.12267,-12.86668,0.00226,-11.57418,0.00477,EulerCAM
57671.10768,-12.85314,0.00133,-11.58498,0.00276,EulerCAM
57675.13233,-12.86325,0.00218,-11.57412,0.00459,EulerCAM
57687.07461,-12.86157,0.00542,-11.57681,0.00478,EulerCAM
57696.06440,-12.85648,0.00184,-11.57715,0.00347,EulerCAM
57711.08624,-12.87009,0.00515,-11.59489,0.00337,EulerCAM
57724.05267,-12.86352,0.00150,-11.57880,0.00253,EulerCAM
57862.40065,-12.84431,0.00260,-11.57315,0.00343,EulerCAM
57873.41518,-12.83193,0.00153,-11.55743,0.00249,EulerCAM
57890.40313,-12.83214,0.00245,-11.57393,0.00479,EulerCAM
57906.38766,-12.83446,0.00176,-11.56541,0.00383,EulerCAM
57907.43659,-12.83832,0.00392,-11.58344,0.00419,EulerCAM
57916.27088,-12.83806,0.00293,-11.54938,0.00377,EulerCAM
57933.25902,-12.83505,0.00278,-11.55912,0.00646,EulerCAM
57936.23544,-12.83480,0.00143,-11.55628,0.00253,EulerCAM
57952.41396,-12.82948,0.00131,-11.54169,0.00250,EulerCAM
57960.19682,-12.82649,0.00237,-11.55868,0.00231,EulerCAM
57964.19102,-12.82458,0.00132,-11.55351,0.00357,EulerCAM
57968.36570,-12.82287,0.00250,-11.54072,0.01624,EulerCAM
57981.16795,-12.81908,0.00152,-11.54727,0.00245,EulerCAM
57983.13561,-12.81830,0.00220,-11.55271,0.00332,EulerCAM
57987.33705,-12.81553,0.00171,-11.55539,0.00526,EulerCAM
57993.08763,-12.82032,0.00460,-11.55840,0.00353,EulerCAM
57998.10092,-12.82321,0.00317,-11.54705,0.00305,EulerCAM
58010.24726,-12.82484,0.00178,-11.55062,0.00520,EulerCAM
58013.09103,-12.81835,0.00142,-11.55106,0.00831,EulerCAM
58018.24294,-12.81511,0.00917,-11.55012,0.00491,EulerCAM
58021.16458,-12.82069,0.00226,-11.56166,0.00705,EulerCAM
58025.06592,-12.82271,0.00260,-11.55928,0.00598,EulerCAM
58029.15821,-12.80213,0.00351,-11.55554,0.00443,EulerCAM
58034.19375,-12.81122,0.00293,-11.54953,0.00766,EulerCAM
58039.12960,-12.81040,0.00407,-11.55780,0.00611,EulerCAM
58043.12818,-12.79859,0.00263,-11.54560,0.00556,EulerCAM
58045.16798,-12.80370,0.00251,-11.54674,0.00243,EulerCAM
58050.12457,-12.80546,0.00326,-11.55815,0.00238,EulerCAM
58057.11125,-12.80132,0.00201,-11.55779,0.00834,EulerCAM
58071.04589,-12.81484,0.00318,-11.55615,0.00242,EulerCAM
58074.07453,-12.81403,0.00401,-11.55537,0.00611,EulerCAM
58085.05310,-12.82997,0.00535,-11.55008,0.00570,EulerCAM
58090.03914,-12.81777,0.00395,-11.51034,0.00530,EulerCAM
