mhjd,mag_A,magerr_A,mag_B,magerr_B,telescope
58409.24892,18.16293,0.00273,19.37940,0.00327,WFI
58410.28229,18.16239,0.00186,19.38078,0.01126,WFI
58411.36878,18.15867,0.00148,19.37956,0.00295,WFI
58412.37912,18.16183,0.00263,19.37656,0.00389,WFI
58413.25162,18.16237,0.00170,19.37335,0.00412,WFI
58414.27735,18.16133,0.00570,19.38601,0.00633,WFI
58415.25668,18.17015,0.00237,19.38373,0.00634,WFI
58416.31267,18.15551,0.00556,19.38839,0.01564,WFI
58418.25381,18.16355,0.00162,19.39457,0.00737,WFI
58419.27879,18.16450,0.00352,19.38008,0.00365,WFI
58422.31511,18.16049,0.00186,19.37844,0.01140,WFI
58423.26497,18.16771,0.00131,19.37623,0.00264,WFI
58424.25633,18.16301,0.00127,19.38102,0.00234,WFI
58425.31483,18.15994,0.00130,19.37690,0.00252,WFI
58426.29015,18.15824,0.00134,19.38401,0.00248,WFI
58427.15811,18.16197,0.00127,19.37903,0.00330,WFI
58428.26965,18.16277,0.00253,19.37732,0.00578,WFI
58429.27771,18.16345,0.00147,19.37923,0.00251,WFI
58430.31945,18.16120,0.00211,19.37781,0.00250,WFI
58431.18724,18.16383,0.00129,19.38699,0.00250,WFI
58432.18318,18.15266,0.00188,19.39177,0.00946,WFI
58433.17590,18.15731,0.00406,19.38804,0.00723,WFI
58434.14986,18.15966,0.00161,19.38947,0.01316,WFI
58435.17422,18.15245,0.00401,19.38430,0.00386,WFI
58436.15875,18.15235,0.00245,19.39605,0.00366,WFI
58438.18874,18.15257,0.00141,19.36780,0.00276,WFI
58439.20552,18.14807,0.00196,19.36974,0.00372,WFI
58441.17491,18.15341,0.00136,19.37078,0.00260,WFI
58442.31614,18.15766,0.00157,19.38459,0.00121,WFI
58443.33016,18.15933,0.00349,19.38143,0.00741,WFI
58444.34461,18.15958,0.02277,19.39412,0.02333,WFI
58445.34022,18.15598,0.00198,19.38357,0.00978,WFI
58446.31972,18.14758,0.00180,19.37486,0.00503,WFI
58447.30173,18.15137,0.00128,19.37413,0.00269,WFI
58448.28794,18.15717,0.00061,19.38565,0.00030,WFI
58449.12511,18.15741,0.00231,19.37841,0.00250,WFI
58450.20269,18.15438,0.00133,19.37831,0.00298,WFI
58451.19703,18.15259,0.00275,19.37450,0.00238,WFI
58452.17898,18.15229,0.00132,19.37189,0.00409,WFI
58454.19691,18.14955,0.00133,19.37471,0.00466,WFI
58455.20779,18.14652,0.00130,19.37709,0.00324,WFI
58458.21673,18.14496,0.00154,19.37532,0.00597,WFI
58459.26710,18.14972,0.00137,19.38126,0.00286,WFI
58460.24324,18.14490,0.00136,19.37673,0.00279,WFI
58461.26830,18.14469,0.00136,19.37501,0.00278,WFI
58462.24513,18.14162,0.00183,19.38303,0.00261,WFI
58463.23959,18.14347,0.00181,19.37778,0.00393,WFI
58464.22792,18.14612,0.00132,19.37208,0.00247,WFI
58465.18255,18.14447,0.00134,19.37031,0.00282,WFI
58466.20809,18.14234,0.00135,19.37893,0.00480,WFI
58467.22281,18.14171,0.00169,19.36755,0.00245,WFI
58468.20418,18.13758,0.00145,19.37214,0.00460,WFI
58469.25596,18.14151,0.00135,19.37493,0.00735,WFI
58471.15691,18.13541,0.00169,19.35559,0.00587,WFI
58472.27119,18.13763,0.00232,19.35656,0.00580,WFI
58473.18436,18.13779,0.00161,19.37104,0.00367,WFI
58474.25478,18.13723,0.00248,19.37528,0.00651,WFI
58475.11915,18.13371,0.00174,19.37174,0.00416,WFI
58476.25770,18.13592,0.00191,19.36787,0.00455,WFI
58477.13174,18.13002,0.00161,19.36641,0.00654,WFI
58478.18143,18.13261,0.00202,19.37411,0.00294,WFI
58479.19867,18.13968,0.00591,19.37948,0.00653,WFI
58481.15274,18.13192,0.00151,19.36810,0.00551,WFI
58482.22469,18.13361,0.00135,19.37451,0.00247,WFI
58486.21907,18.12360,0.00166,19.37075,0.00270,WFI
58487.20277,18.12013,0.00140,19.37407,0.00242,WFI
58488.21068,18.11932,0.00142,19.37446,0.00267,WFI
58489.13252,18.12142,0.00202,19.37898,0.01274,WFI
58493.18699,18.12453,0.00200,19.36929,0.00624,WFI
58494.10347,18.12489,0.00126,19.38437,0.00479,WFI
58495.16570,18.11628,0.00176,19.38051,0.00510,WFI
58496.13756,18.11936,0.00138,19.37756,0.00571,WFI
58497.09664,18.12365,0.00188,19.37342,0.00404,WFI
58498.08960,18.12294,0.00143,19.37531,0.00302,WFI
58499.12381,18.12360,0.00143,19.37326,0.00301,WFI
58500.15719,18.11647,0.00256,19.36387,0.00392,WFI
58501.18163,18.12520,0.00174,19.37793,0.00750,WFI
58502.19001,18.11400,0.00175,19.37247,0.00966,WFI
58503.12260,18.11478,0.00292,19.35945,0.01075,WFI
58504.17961,18.12007,0.00134,19.37032,0.00407,WFI
58505.18564,18.11501,0.00313,19.37833,0.00492,WFI
58506.07254,18.11730,0.00388,19.37127,0.00990,WFI
58507.10525,18.11416,0.00143,19.38065,0.00293,WFI
58508.06627,18.10798,0.00139,19.37074,0.00237,WFI
58509.10265,18.11113,0.00195,19.37595,0.00471,WFI
58510.09365,18.10387,0.00143,19.38441,0.00293,WFI
58511.06847,18.10131,0.00152,19.37950,0.00466,WFI
58512.09670,18.10183,0.00139,19.38599,0.00254,WFI
58516.10673,18.09112,0.00088,19.38590,0.00539,WFI
58517.13080,18.09502,0.00042,19.39193,0.00179,WFI
58520.12013,18.09311,0.00140,19.38482,0.00538,WFI
58521.10767,18.08862,0.00136,19.39466,0.00413,WFI
58522.07549,18.09068,0.00175,19.39508,0.00247,WFI
58524.07097,18.08812,0.00145,19.40191,0.00330,WFI
58525.11013,18.08544,0.00141,19.41118,0.00522,WFI
58526.09329,18.08368,0.00147,19.40963,0.00327,WFI
58527.13394,18.07956,0.00206,19.40187,0.00465,WFI
58528.07222,18.08631,0.00155,19.41782,0.00382,WFI
58529.05292,18.08780,0.00141,19.40819,0.00708,WFI
58530.06020,18.08436,0.00196,19.40192,0.00354,WFI
58531.08684,18.08932,0.00186,19.41711,0.00718,WFI
58532.13044,18.08221,0.00189,19.40762,0.00635,WFI
58533.06556,18.08146,0.00201,19.41137,0.00468,WFI
58534.04914,18.07623,0.00170,19.40140,0.00445,WFI
58535.12552,18.07384,0.00246,19.40592,0.00727,WFI
58536.07957,18.07203,0.00186,19.40892,0.00539,WFI
58537.11621,18.06588,0.00197,19.41481,0.00366,WFI
58538.08133,18.06849,0.00134,19.40726,0.00263,WFI
58539.04726,18.06354,0.00141,19.39929,0.00304,WFI
58540.10472,18.06522,0.00177,19.40456,0.00704,WFI
58541.07698,18.06656,0.00146,19.41288,0.00288,WFI
58544.03363,18.06682,0.00136,19.41196,0.00534,WFI
58548.03640,18.07125,0.00133,19.40770,0.00254,WFI
58550.03906,18.07098,0.00125,19.40417,0.00300,WFI
58555.01218,18.06625,0.00217,19.40421,0.00291,WFI
58556.00764,18.06943,0.00144,19.40519,0.00330,WFI
58557.00853,18.06925,0.00370,19.40289,0.00534,WFI
58559.00095,18.06620,0.00246,19.40231,0.00899,WFI
58561.02732,18.06610,0.00186,19.40799,0.00507,WFI
58562.05171,18.07275,0.00287,19.38874,0.01449,WFI
58564.02252,18.06800,0.00230,19.40609,0.00448,WFI
58565.01345,18.06507,0.00304,19.40476,0.00596,WFI
58566.02925,18.06358,0.00185,19.39870,0.00336,WFI
58567.00106,18.06595,0.00139,19.40325,0.00286,WFI
58567.99412,18.06083,0.00152,19.39319,0.00341,WFI
58568.99213,18.06483,0.00151,19.40118,0.00390,WFI
58569.99731,18.06189,0.00192,19.40198,0.00637,WFI
58571.99692,18.05864,0.00171,19.39882,0.00362,WFI
58574.98616,18.06230,0.00492,19.40111,0.00939,WFI
58575.98812,18.06155,0.00418,19.39131,0.00619,WFI
58577.99198,18.06410,0.00388,19.36030,0.00990,WFI
58578.98927,18.05705,0.00224,19.40368,0.00360,WFI
